sasdate,CPI_raw,CPI_t
1996-12-01,159.1,0.25173078113773784
1997-01-01,159.4,0.18838310123738822
1997-02-01,159.7,0.188028886485192
1997-03-01,159.8,0.06259781112074592
1997-04-01,159.9,0.06255865077342548
1997-05-01,159.9,0
1997-06-01,160.2,0.18744147943507983
1997-07-01,160.4,0.12476607981550814
1997-08-01,160.8,0.24906613124517918
1997-09-01,161.2,0.24844733276614406
1997-10-01,161.5,0.18593125901835705
1997-11-01,161.7,0.12376239203497619
1997-12-01,161.8,0.061823804133087634
1998-01-01,162,0.1235330607991969
1998-02-01,162,0
1998-03-01,162,0
1998-04-01,162.2,0.1233806448929009
1998-05-01,162.6,0.2463055432397887
1998-06-01,162.8,0.12292564547298213
1998-07-01,163.2,0.24539889615660115
1998-08-01,163.4,0.12247398958962208
1998-09-01,163.5,0.061180791140547086
1998-10-01,163.9,0.24434954124759045
1998-11-01,164.1,0.12195123462612756
1998-12-01,164.4,0.1826484526034733
1999-01-01,164.7,0.1823154561514606
1999-02-01,164.7,0
1999-03-01,164.8,0.060698029177697066
1999-04-01,165.9,0.6652579721027507
1999-05-01,166,0.060259116014460545
1999-06-01,166,0
1999-07-01,166.7,0.42080014002046084
1999-08-01,167.1,0.2396645844600087
1999-09-01,167.8,0.41803584317579023
1999-10-01,168.1,0.17862463814637408
1999-11-01,168.4,0.1783061393656027
1999-12-01,168.8,0.23724803536309125
2000-01-01,169.3,0.29577069772326325
2000-02-01,170,0.4126147911172495
2000-03-01,171,0.5865119452398204
2000-04-01,170.9,-0.05849663811146044
2000-05-01,171.2,0.17538735860958
2000-06-01,172.2,0.582412828598855
2000-07-01,172.7,0.289939315900245
2000-08-01,172.7,0
2000-09-01,173.6,0.519781707361755
2000-10-01,173.9,0.1726619133987306
2000-11-01,174.2,0.17236430581650808
2000-12-01,174.6,0.2293578987099032
2001-01-01,175.6,0.5711037795514962
2001-02-01,176,0.22753138371349735
2001-03-01,176.1,0.05680204640086117
2001-04-01,176.4,0.17021280705309394
2001-05-01,177.3,0.5089069507471677
2001-06-01,177.7,0.2253522080443382
2001-07-01,177.4,-0.1689665285127262
2001-08-01,177.4,0
2001-09-01,178.1,0.39381204201376363
2001-10-01,177.6,-0.2811359737546759
2001-11-01,177.5,-0.05632216425990322
2001-12-01,177.4,-0.056353903999184496
2002-01-01,177.7,0.1689665285127262
2002-02-01,178,0.1686815131479058
2002-03-01,178.5,0.2805050927608299
2002-04-01,179.3,0.447177939139376
2002-05-01,179.5,0.11148273172461032
2002-06-01,179.6,0.05569479397662391
2002-07-01,180,0.22246950221109785
2002-08-01,180.5,0.2773926882725597
2002-09-01,180.8,0.16606701851404893
2002-10-01,181.2,0.22099456508026805
2002-11-01,181.5,0.16542600960258724
2002-12-01,181.8,0.16515280384732378
2003-01-01,182.6,0.43907864174901334
2003-02-01,183.6,0.5461510025521754
2003-03-01,183.9,0.16326534238855217
2003-04-01,183.2,-0.38136793702454597
2003-05-01,182.9,-0.16388968432101692
2003-06-01,183.1,0.10928962836445066
2003-07-01,183.7,0.3271540540615625
2003-08-01,184.5,0.43454712595014655
2003-09-01,185.1,0.32467560988704847
2003-10-01,184.9,-0.10810811863732894
2003-11-01,185,0.05406866852455394
2003-12-01,185.5,0.269905696916517
2004-01-01,186.3,0.43033955600533247
2004-02-01,186.7,0.2144772940133599
2004-03-01,187.1,0.21401827323677125
2004-04-01,187.4,0.160213652427732
2004-05-01,188.2,0.4259857346958107
2004-06-01,188.9,0.3712547356184537
2004-07-01,189.1,0.10582011569475469
2004-08-01,189.2,0.05286809533657788
2004-09-01,189.8,0.31662295580501265
2004-10-01,190.8,0.5254872838358793
2004-11-01,191.7,0.47058910374122576
2004-12-01,191.7,0
2005-01-01,191.6,-0.052178451483886334
2005-02-01,192.4,0.4166672694846163
2005-03-01,193.1,0.36316512028626846
2005-04-01,193.7,0.3102380978481811
2005-05-01,193.6,-0.05163955704734491
2005-06-01,193.7,0.05163955704734491
2005-07-01,194.9,0.6176036100564275
2005-08-01,196.1,0.6138126688785661
2005-09-01,198.8,1.3674561020173392
2005-10-01,199.1,0.15079168476770377
2005-11-01,198.1,-0.5035257365645585
2005-12-01,198.1,0
2006-01-01,199.3,0.6039273514243604
2006-02-01,199.4,0.05016303089888652
2006-03-01,199.7,0.1503382894031624
2006-04-01,200.7,0.4995015380522716
2006-05-01,201.3,0.298507684345406
2006-06-01,201.8,0.24807752737627808
2006-07-01,202.9,0.5436138912259914
2006-08-01,203.8,0.4425873956855675
2006-09-01,202.8,-0.4918849071596121
2006-10-01,201.9,-0.44477463982364185
2006-11-01,202,0.049517208241312005
2006-12-01,203.1,0.543077118513402
2007-01-01,203.437,0.16579060562325054
2007-02-01,204.226,0.38708491335395223
2007-03-01,205.288,0.5186647493199636
2007-04-01,205.904,0.2996169481998656
2007-05-01,206.755,0.41244766569237257
2007-06-01,207.234,0.23140721794590036
2007-07-01,207.603,0.1779012466680996
2007-08-01,207.667,0.03082332001183019
2007-09-01,208.547,0.4228600245438585
2007-10-01,209.19,0.30784944010990856
2007-11-01,210.834,0.7828164082873457
2007-12-01,211.445,0.28938234029487475
2008-01-01,212.174,0.3441775367173605
2008-02-01,212.687,0.2414908637454083
2008-03-01,213.448,0.357164189274517
2008-04-01,213.942,0.23117069655080869
2008-05-01,215.208,0.5900052068123607
2008-06-01,217.463,1.0423718797166082
2008-07-01,219.016,0.7116065393504734
2008-08-01,218.69,-0.14895846082954023
2008-09-01,218.877,0.0854726299673203
2008-10-01,216.995,-0.863561639955801
2008-11-01,213.153,-1.7864094092818306
2008-12-01,211.398,-0.8267605054081528
2009-01-01,211.933,0.2527574332266802
2009-02-01,212.705,0.36360422314452023
2009-03-01,212.495,-0.09877705412728588
2009-04-01,212.709,0.1006575752197314
2009-05-01,213.022,0.14704123326474416
2009-06-01,214.79,0.826535985544119
2009-07-01,214.726,-0.0298009855155712
2009-08-01,215.445,0.3342859790879338
2009-09-01,215.861,0.1929025466836265
2009-10-01,216.509,0.2997434998585291
2009-11-01,217.234,0.3342996544930976
2009-12-01,217.347,0.05200411547976458
2010-01-01,217.488,0.06485218758465194
2010-02-01,217.281,-0.09522298767450366
2010-03-01,217.353,0.03313132458968582
2010-04-01,217.403,0.023001407787592854
2010-05-01,217.29,-0.051990716457517294
2010-06-01,217.199,-0.04188828777280662
2010-07-01,217.605,0.18675086613582081
2010-08-01,217.923,0.14602967272390188
2010-09-01,218.275,0.1613946310657255
2010-10-01,219.035,0.3475798701795263
2010-11-01,219.59,0.2530636859233937
2010-12-01,220.472,0.4008531438849161
2011-01-01,221.187,0.3237794880806
2011-02-01,221.898,0.3209319251425313
2011-03-01,223.046,0.5160211385656588
2011-04-01,224.093,0.4683116049055691
2011-05-01,224.806,0.3176663791119694
2011-06-01,224.806,0
2011-07-01,225.395,0.2616610518663798
2011-08-01,226.106,0.31494972889110073
2011-09-01,226.597,0.21691934558836223
2011-10-01,226.75,0.06749796769751626
2011-11-01,227.169,0.18461448804947267
2011-12-01,227.223,0.023768024196879622
2012-01-01,227.842,0.2720492157261667
2012-02-01,228.329,0.21351650368677255
2012-03-01,228.807,0.20912821313983088
2012-04-01,229.187,0.1659410766074565
2012-05-01,228.713,-0.2070321770282213
2012-06-01,228.524,-0.08267047975740738
2012-07-01,228.59,0.028876823050083544
2012-08-01,229.918,0.5792717743123177
2012-09-01,231.015,0.47599198634582507
2012-10-01,231.638,0.2693164754400179
2012-11-01,231.249,-0.168075617407748
2012-12-01,231.221,-0.012108893564644063
2013-01-01,231.679,0.19788297664797838
2013-02-01,232.937,0.5415237848954924
2013-03-01,232.282,-0.28158799739523843
2013-04-01,231.797,-0.20901621343405452
2013-05-01,231.893,0.04140697507883928
2013-06-01,232.445,0.23775795219549423
2013-07-01,232.9,0.1955538987195915
2013-08-01,233.456,0.23844456313710793
2013-09-01,233.544,0.03768736661315941
2013-10-01,233.669,0.05350878634899914
2013-11-01,234.1,0.18427904455773358
2013-12-01,234.719,0.2640679493365994
2014-01-01,235.288,0.24212417175748513
2014-02-01,235.547,0.11001732077007276
2014-03-01,236.028,0.2039973140249174
2014-04-01,236.468,0.18624501675628125
2014-05-01,236.918,0.19011974817404464
2014-06-01,237.231,0.13202602787965034
2014-07-01,237.498,0.11248524027509532
2014-08-01,237.46,-0.016001414896038568
2014-09-01,237.477,0.0071588442287051635
2014-10-01,237.43,-0.01979334907824537
2014-11-01,236.983,-0.18844345845421273
2014-12-01,236.252,-0.30893766581243653
2015-01-01,234.747,-0.639069349248711
2015-02-01,235.342,0.25314368884981064
2015-03-01,235.976,0.2690329596581442
2015-04-01,236.222,0.10419358923821065
2015-05-01,237.001,0.32923197040535257
2015-06-01,237.657,0.27640971717151075
2015-07-01,238.034,0.15850629039944053
2015-08-01,238.033,-4.2010893430699525e-4
2015-09-01,237.498,-0.22501171352722338
2015-10-01,237.733,0.09889928020463401
2015-11-01,238.017,0.11939045033511064
2015-12-01,237.761,-0.1076132249516526
2016-01-01,237.652,-0.04585486804522532
2016-02-01,237.336,-0.13305601262363353
2016-03-01,238.08,0.3129893008927631
2016-04-01,238.992,0.38233269232099687
2016-05-01,239.557,0.23613057911546775
2016-06-01,240.222,0.2772111434034663
2016-07-01,240.101,-0.05038276433131372
2016-08-01,240.545,0.1847514080185242
2016-09-01,241.176,0.2619775184768969
2016-10-01,241.741,0.2339947683755561
2016-11-01,242.026,0.1178253303642407
2016-12-01,242.637,0.25213409056821234
2017-01-01,243.618,0.4034925423658464
2017-02-01,244.006,0.15913904232975895
2017-03-01,243.892,-0.04673107988741876
2017-04-01,244.193,0.12333918811604505
2017-05-01,244.004,-0.07742776356360892
2017-06-01,244.163,0.06514164440556414
2017-07-01,244.243,0.03275963060049847
2017-08-01,245.183,0.38412391487883113
2017-09-01,246.435,0.5093396526107519
2017-10-01,246.626,0.07747520471248492
2017-11-01,247.284,0.26644546143197445
2017-12-01,247.805,0.21046728661735514
2018-01-01,248.859,0.42443244618279863
2018-02-01,249.529,0.26886698861776637
2018-03-01,249.577,0.019234391150568797
2018-04-01,250.227,0.2601021066075404
2018-05-01,250.792,0.22554044437663734
2018-06-01,251.018,0.09007393845479328
2018-07-01,251.214,0.07805158171940718
