sasdate,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,AMDMNOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,DTCOLNVHFNM,DTCTHFNM,INVEST
1961-01-01,0.008911409114721103,0.008681871821516474,0.002510041478477998,-0.036167537966043994,7.801186956193362e-4,0.0012166744680817132,-0.001189955589643077,-0.0023836160471413237,-0.008260126700849746,-0.0373866788009698,0.00339331486028005,0.007002696299162281,0.008799825971906206,0.011859585954396845,0.003990351031115669,0.0012233004247961254,0.010657946463855428,0.008938854629242599,-0.14620000000000744,1,-0.003459193000000027,7.384161310231008e-4,-3.0405764935181878e-5,0,1.299999999999999,-0.10949209630058832,0.006112073356919545,0.15089293982042307,0.1570618900347167,0.14430348960643347,0.021749399752849286,-0.0010984408830765346,-0.0021588954844595776,-0.008547060578458776,0.016288698378805755,-0.0056357076369195624,-0.010305191643162459,7.976390308837011e-4,-5.400105291162305e-4,-6.339718547714313e-4,-0.0015780578138615553,2.51581369928644e-4,0.0019512201312616995,-0.0038459344648700267,39.2,0.10000000000000009,39.3,7.075808863978387,4.997212273764115,5.739792912179234,6.063785208687608,5.683579767338681,6.876264611890766,5.147494476813453,5.4638318050256105,5.616771097666572,5.655991810819852,-0.05729638620849542,-0.00527197580067984,-0.003066351858285188,0.020662251000000076,0.004259349522716782,6.138876782468827e-4,0.0043797080386909215,-0.004165856155046388,-0.01566611674439944,-0.012186137884461878,-0.0117299362048926,-0.0023503183895852153,0.008189742249459897,0.22166880000000333,0.05013064694388358,-0.17343683699999968,0.05427552533063862,-0.53,-0.25,-0.009999999999999787,-0.029999999999999805,-0.04999999999999982,0,0,-0.02999999999999936,0,1.53,0.79,1.02,1.36,2.22,2.39,2.87,3.65,2.090034028718879e-4,-0.0017964700057921945,-3.5626492236162655e-4,0.010731020165896513,0.002971770389157413,0.005899722127188589,-0.0032626456348161526,-1.0892237646942249e-5,0,-0.009391992721694997,0.002176279422595684,-0.003372684478639254,-0.004434597067866086,-0.005908423794863005,-0.005284018925677536,0.00410678195265346,-0.0033613477027047978,-0.0031695747612792147,-0.003294895896852612,-3.669003101336443e-8,0.009649395565259233,-0.0017073755556822334,-0.0013119759736452963,0.004415018209116939,-0.0037241958615654713,-0.0046403795565023165,-0.009942565304632112,-0.0160017531162584,-0.0010370827488186407
1961-02-01,0.003888846029580506,7.822583803474004e-5,0.003628405607281948,0.012221272417285434,-0.0035712330998549646,-0.0012166744680817132,0.001189955589643077,0,0.0059079138078348414,-0.0054584839194817825,0.006747360845545725,-0.00934786823644762,-0.007537956997448525,-0.015847298855611314,0.004616763134570601,-0.004907024089119361,0,0.040330136146986995,-0.5974999999999966,-25,-0.015645491999999983,-3.833403186064288e-4,-0.002862277767901489,0.3000000000000007,-0.09999999999999964,0.07808096109049689,-0.04855322541699092,0.06416194421728605,0.0876168138307909,0.038318864302136824,0.13066849646201284,-0.0023498705330080583,-0.004874623745578788,-0.009394078478008439,-0.007245158482485081,-0.00418015711170483,-0.007007737157405103,-3.1897926905166685e-4,-0.001023978244605317,-0.004267108930546826,-0.002107958320269887,-0.0054229970123653715,7.794232662705625e-4,0.002682060962911237,39.2,0,39.4,7.111512116496157,5.420534999272286,5.5909869805108565,6.095824562432225,5.662960480135946,6.8679744089702925,5.170483995038151,5.5254529391317835,5.552959584921617,5.62040086571715,0.024602607241400065,0.002434821729975667,-0.0023324861594620216,-0.010331124999999997,6.984276624253383e-4,0.0021848464605600526,0.007665773591746472,-2.0327184775670304e-4,-0.01566611674439944,-0.03311715606797572,-3.8881457851136503e-4,-3.844126573588902e-4,-0.016693279039644793,-1.499034899999998,0.040205595610256495,-0.13382936,0.046170194076758264,1.09,0.04999999999999982,0.17999999999999972,0.1299999999999999,0.1200000000000001,-0.009999999999999787,-0.06000000000000005,-0.05000000000000071,-0.02999999999999936,0.49,-0.12,0.06,0.39,1.12,1.24,1.73,2.53,0.0032918406061734906,0,-0.0023188209380531344,-0.003328461391527155,0.002971770389157413,0.005899722127188589,0.006525291269632305,-1.0820695662605573e-5,0,0.02144033123786926,-0.002176279422595684,0.0033613477027047978,0.004415018209116717,0.0029542118974315024,0.005284018925677536,-0.00410678195265346,0.003350086885281822,0,0,7.017848987489472e-4,-0.0020572789150259396,7.465557625532249e-4,0.0015912303882821277,-1.940673607891963e-5,-0.003683245416296388,0,0.001267998176503582,0.001058518392321517,-0.010862615172096746
1961-03-01,0.004095506818048378,0.004915932025554071,0.012350049917490225,0.023568041835897446,0.010509730437496145,0.006064124849488373,0.004741588652316775,0.0011903552343013324,0,5.500898021537637e-6,0,-0.001174651635143853,0.008788777370503542,0.0013279545501529988,0.019650750875486622,0.007353927297437224,-0.013041884607680743,-0.052642485195899535,0.3516999999999939,30,0.004889487999999997,0.0040106910900838955,0.003986675801668227,0,0.5,-0.08929004562521659,0.04787594804602868,0.03265312676645937,0.023685317741509948,0.042684919850950465,-0.12444217368935462,0.0019027016634147742,0.001085305077227261,-0.0026338228875122383,0.00758886015282112,6.756072022184867e-5,-5.862008491916981e-4,9.566327260159824e-4,0.00233087086768613,0.0018180170446910893,-5.276846076238684e-4,0.007594745404785996,0,0.0027910240236810324,39.1,0,39.5,7.179307969504034,5.424950017481403,5.749392985908253,6.059123195581797,5.8377304471659395,6.907755278982137,5.303304908059076,5.43372200355424,5.641907070938114,5.662960480135946,0.0021440683324858156,-0.00591653409248849,-0.005641613838760051,-0.041324504000000095,-0.001420919494472983,-0.0019407423358144271,0.005640703120012525,0.014359221077889117,0.005084007413862945,0.02323939338122427,0.004452659334673648,0.0021808555583859857,0.008386563901311206,-0.1827351999999962,0.030883759460106575,-0.10025535200000002,0.03810635927533701,-0.52,0,-0.029999999999999805,-0.06000000000000005,-0.050000000000000266,-0.06000000000000005,-0.03999999999999959,-0.04999999999999982,-0.05000000000000071,1.01,0.37,0.52,0.86,1.58,1.72,2.2,3,0,0,-8.575410537305928e-4,-0.0023264057425087196,-0.005943540778314826,-0.011799444254377178,-1.0610248438513992e-5,-0.009863046299232625,0,0.0030911925696726072,0,-0.0033613477027047978,-0.004415018209116717,0,-0.002642009462838768,0,-0.003350086885281822,0,0,-0.0014674939845420454,2.3672444226008338e-4,-0.0025611876934878985,-0.0011235252114252248,-0.004395611473038019,0.0073260400920729385,0,0.001203648454513484,-0.0015668868215854559,-0.010808996152634087
1961-04-01,0.0021406935523273773,0.003457858409753989,4.933095000452248e-4,-0.029136702148344185,-0.01785961087073673,0.0203489827854324,0.015269909107523905,0.016547669507355867,0.023282741515780803,0.06999389770480091,0.00893030329630129,0.010522519871591474,0.029559697541621688,0.04549735531807064,0.0130413115168162,0.02293071217339815,0.01891424836333977,0.0011248096093505744,1.519200000000012,3,-0.0018681680000000034,-0.006185732996128124,-0.00725480228830655,0.09999999999999964,1.4000000000000004,-0.0746448849182979,-0.03376138768358139,0.08826372530609561,0.034508216338738684,0.14463664735971005,-5.459035819121993e-4,-5.96536378445478e-4,-3.254678629218688e-4,-0.0077869884215386875,-0.009321662527135288,0.0015526381085155805,0.002927573962832497,-3.1877590324036476e-4,-7.384685634388433e-4,-0.0034570631227914816,-0.0012826802226424405,-0.01128692363809769,0.002334631410604082,0.002088167812141606,39.1,0.10000000000000009,39.5,7.061334366910438,5.429345628954441,5.501258210544727,6.028278520230698,5.627621113690637,6.90975328164481,5.3230099791384085,5.3612921657094255,5.676753802268282,5.676753802268282,0.05771864924865788,0.008825714478463809,0,0.02066225200000016,-7.07951969319609e-4,-6.569800363900313e-4,0.005981885301644674,0.0020639842208516335,0.0158871615602294,0.011585094902558213,0.0014023245200349699,-0.0032176068073286324,-0.0087054447195829,-1.0718505000000107,0.026319333738433315,-0.0785923860000004,0.03512681729187905,-0.53,-0.11999999999999966,-0.10000000000000009,-0.06999999999999984,0,-0.03000000000000025,0.03999999999999959,0.03000000000000025,-0.009999999999999787,1.42,0.8,0.98,1.39,2.08,2.29,2.76,3.52,9.484484327118015e-4,0.005038027829958658,2.1445421484722615e-4,0.0015178348474351247,-0.0029983965973467974,-3.501339262568237e-5,-0.006504070772755277,0.0032731829635430643,0,-9.52603226433979e-6,-0.002176279422595684,0,0.00439561147303813,0,0,0.004089985251525263,-0.003350086885281822,0,0,-3.2987324871669443e-7,0.0015447667617847216,-0.002523571306361827,0.001680689750047204,0.004376374599798893,-5.328076299337958e-5,0.009216655104923976,0.006110962012172649,0.005728063532600913,0.0073904330867540224
1961-05-01,0.0077163448184593975,0.0059551606775052335,0.0060846504679834545,0.028405775092899432,0.014923564424426772,0.01528323299098977,0.006969769338368792,0.008174380478988219,0.01144119413423983,0.03138928173262956,0.006642750714075163,0.0011623632863315692,0.029889535180128046,0.04594227087901315,0.013969355569027897,0.015394516930821833,0.02657317731384401,0.006725258657152455,0.9730999999999881,65,0.006359765000000017,0.0026293550491871542,0.001146587499395224,0.09999999999999964,0.09999999999999964,0.010929070532189833,0.0034977300437546432,0.05360601223558081,0.038205509179308095,0.0686603141177402,-0.06587798698952341,0.0029605376655226223,0.004924918627105868,1.5633549629257004e-4,-0.005914089250285137,0.00719161616854791,0.012203068510892479,3.1877590324036476e-4,0.0019302285365121463,2.7336097486774236e-4,9.055920926792638e-4,0.003656046496997689,0.002716865633918708,0.004047886172518389,39.3,0,39.7,7.113142108707088,5.438079308923196,5.594711379601839,6.133398042996649,5.5909869805108565,6.934397209928558,5.389071729816501,5.402677381872279,5.66988092298052,5.69035945432406,0.012185787242891877,0.006198787235536685,7.469456138196051e-4,-0.02066225200000016,0.0028050384426778763,0.002149911119975201,0.006224182851104487,-0.0020639842208516335,-0.005305052229692908,-0.0059671173744684225,-0.005680293127815261,0.0013178400952247316,0.008025288707615985,-0.9085839999999905,0.010126286182022604,-0.02969142399999969,0.018099123112606197,0.49,-0.15000000000000036,0,-0.020000000000000018,-0.009999999999999787,-0.09999999999999964,-0.06999999999999984,0.019999999999999574,0,0.78,0.31,0.47,0.89,1.49,1.73,2.29,3.03,9.013486171323137e-4,0.0032518067863760436,-0.0014663545840203351,-0.0014165741516876315,0.0029716639902477304,-3.543146668993913e-5,-1.0610248438513992e-5,-0.006677655849683717,0,0.018228120049343044,0.004352558845191368,0.006688988150796771,-0.00439561147303813,0,0.002635047638004817,-0.004089985251525263,0.006700173770563644,0,0,0.0011490217672651681,2.4697776852100617e-4,0.003692072328631557,-8.425534006848423e-4,-1.9069230843271612e-5,-0.0036561188588908333,-0.004639988077512314,0.003937090067717364,0.0014577967563660366,0.007509297812365645
1961-06-01,0.009407808779960725,0.007987446943416465,0.002386855076073502,0.017941401713933658,0.00740662228022515,0.013906535405808995,0.010360416882952972,0.009258664159100594,0.011311772552657917,0.032827341564328094,0.004407326570595949,0.00809893096715486,0.015196521172134325,0.023974245545261397,0.009924039012592978,0.015161114359536043,-0.014930902112633593,-0.03063075644214308,0.9681000000000068,21,0.011739158999999999,0.0060284623243873625,0.008277462395161805,-0.1999999999999993,0.5999999999999996,0.05183662501759745,-0.009119670360548504,-0.02097769464167243,-0.13439547286492637,0.07726281080194575,-0.07721702835535638,0.00354481965061737,0.005115651553712297,0.004211846176460199,0.014204292170758137,0.0032761704829074034,0.0035745209579420845,0.002864419526948936,0.002718701229946774,0.0015476356131962632,-1.1315417268065175e-4,0.0029224489978805224,0.002709504270366203,0.0027662534928900584,39.6,0.09999999999999964,40,7.231287004327616,5.572154032177765,5.645446897643238,6.202535517187923,5.834810737062605,6.975413927455952,5.3981627015177525,5.393627546352362,5.720311776607412,5.780743515792329,0.02286505365700897,0.002621108535448613,-9.604610523670232e-4,-0.030993376999999933,-0.0028129289267049273,-6.674812170022193e-4,0.006461759768006559,0.00821359853738901,0.005277057100843585,0.011235955056179803,0.009373269022022068,0.006269088810686441,8.46646449122801e-4,-1.0263762000000156,-0.013321420128852957,0.0391224939999999,-0.005901925785844142,-0.25,0.15000000000000036,0.040000000000000036,0.08999999999999986,0.18999999999999995,0.33999999999999986,0.16999999999999993,0.0600000000000005,0.020000000000000462,1.18,0.6,0.81,1.33,2.08,2.15,2.6,3.3,-0.0018497970498441152,0,-0.0015043521587720932,0.017763525940350015,0.00299850299625648,0.005970166986504211,-1.0679710153116417e-5,-0.0034847730666829335,0,-0.015303762526539977,-0.002176279422595684,-0.0033611980581222944,0.004376374599798893,0,-6.925231735177562e-6,0,-1.11856197668736e-5,0,0,-1.2789716516792282e-4,-8.840775098173381e-4,-7.538460054901108e-4,8.358585910674954e-4,-1.8903770357292515e-5,0.0035776351638383552,-2.085049155076124e-5,0.007342384466028307,0.007623772899609804,0.014077491194212755
1961-07-01,0.002847263624423668,0.0023685830144390962,-0.0029997879791121562,-0.02002740779272827,-7.712648831539326e-4,0.011441441244113282,0.007987621762967745,0.006888172998756659,0.008958759359201984,0.017786997225223367,0.0043855868193691805,0.005733362326526326,0.013825496676242999,0.024583215477749665,0.005498301665584293,0.012654262518377646,-0.003478472724220971,0.07114038331541739,0.7845999999999975,41,0.005529740999999977,-0.004836871409711563,-0.005851036061431003,0.09999999999999964,1.1000000000000014,-0.028652097724359393,-0.04541320865970189,0.10293480191533799,0.1488014843084411,0.06568280154378758,0.04537983688338798,0.002701204232637977,0.0011809545631464857,1.5565413682328e-4,-0.008290202920473,0.003198936416712428,0.005395180394440757,1.5889409741909333e-4,0.0035007517189722392,0.0031787865648240654,0.002486438894027998,0.0022850983808702097,0.0019308752861357803,0.004135085147803252,39.7,0.20000000000000018,40,7.19668657083435,5.556828061699537,5.594711379601839,6.1779441140506,5.783825182329737,6.9874902470009905,5.4680601411351315,5.429345628954441,5.730099782973574,5.736572297479192,-0.016059249446204404,0.007373633052806028,0.002239642530653896,0.020662251000000076,-0.0014005604530309412,-0.0024959217552860125,0.0012873564996320752,-0.0020973715199530396,-2.7701214699416e-5,-0.011860174781523014,-0.004468388372115939,-0.0029061177591587217,-0.0015589795600519096,-0.5423567999999932,-0.0027468352384634187,0.018324493000000164,-0.0028729770234638963,-0.56,-0.18999999999999995,-0.08999999999999986,-0.08999999999999986,-0.14000000000000012,0.029999999999999805,0.040000000000000036,0.08000000000000007,0.05999999999999961,1.55,1.07,1.28,1.75,2.67,2.75,3.24,3.92,-0.0010883535675842992,3.6216375418529623e-4,-8.606469727256982e-4,0.028245478779554908,0,0.00298953884836628,0.003273325344969269,0.02022499951374579,0,0.0029359133154502892,0.002171553513507618,0.0032947506678189242,-0.004376374599798893,0.0029542118974315024,-6.888926395554051e-6,0,-0.0033389012655149486,0.003159560290368457,0.0032840752011900065,0.0017198201606016816,-7.233049902364286e-4,0.0048361970120538444,-3.7548450315538773e-4,-0.004338401598598329,-0.014388551268054162,-2.0661370469743368e-5,-0.006532899427407202,-0.004779231984242571,-0.013103928793252173
1961-08-01,5.659272567299922e-4,0.004264561159823543,0.003549792576348132,0.035305348423882776,0.010962017344672503,0.00905814743450195,0.006796115840796091,0.006841050474551302,0.00666750459120502,0.0023456739697906848,0.008713891879155167,0.0045724496736472275,0.01926458864098901,0.020592981399722987,0.018790592158973496,0.013618416094823171,0.022960294972885098,-0.01622375351667893,0.8696000000000055,61,0.030119583000000005,-2.8354717517942163e-5,0.0037121600516663023,-0.40000000000000036,-0.3000000000000007,-0.05044049111285709,0.022603951814490486,-0.10414692327586739,-0.11347172294998664,-0.09631977100567735,-0.08807629851563092,0.003228159710261025,0.0045497201458370995,0.00310800560986646,0.006568735805730697,0.0042493922253328265,0.005935412927685846,0.0019047624806542984,0.002533214594933497,1.813401038610607e-4,0.005328742720401181,1.7970743677686585e-4,0.0026969771693252653,0.004574573393837156,39.7,0,40.1,7.179307969504034,5.455321115357702,5.556828061699537,6.220590170099739,5.755742213586912,7.055312843339752,5.707110264748875,5.41610040220442,5.765191102784844,5.749392985908253,0.05744276369876822,0.010106318970946049,0.00478240988769052,-0.030993377000000155,0.004189950263854492,0.002123097035417132,0.005498547577900581,-0.004085769467053968,-2.7411904992558078e-5,0.005555555555555536,-0.0012743550203748732,-0.0017040873014333435,0.002679423682023341,0.31952210000000036,0.03528099914838201,-0.09329752899999999,0.0456713646857434,0.8300000000000001,0.19999999999999973,0.1499999999999999,0.20999999999999996,0.14000000000000012,0.1200000000000001,0.1200000000000001,0.040000000000000036,0.020000000000000462,0.92,0.39,0.66,1.06,1.96,2.04,2.45,3.11,2.548272400941798e-4,0,0.005545333781610484,-0.0024204881837396157,0.00299850299625648,-0.00298953884836628,0,0.01982285534183248,0,-0.008941937375661624,-0.002171553513507618,-0.0033276448636407885,0.004357305368955622,-0.0029542118974315024,-6.852905803267362e-6,0.004073325387635496,0,-0.003159560290368457,-0.0032840752011900065,-0.001339330284912954,8.451948031682477e-4,-0.00263335296710121,-8.373238480259282e-4,0.004319661144516318,0.010797883137325437,-2.047481086442371e-5,-0.0012886144720045678,9.832073135740416e-4,0.007404684257442895
1961-09-01,0.0012215943642663873,0.0019358885508387047,0.005604986039653426,0.005873972315313836,0.0017428249163913279,-0.001124642373194984,-0.002260243918671634,-0.0045554963736944565,-0.016751409618457114,-0.057917955233324214,-0.005437875859557906,0.014717700161184233,0.002242215217894028,0.013494206784297358,-0.0035450714974625264,-0.007922633240788013,0.005659679245077154,-0.0377848061254471,-0.822100000000006,29,0.006657917000000013,-0.004504416110545861,-0.004733898773709555,0.10000000000000053,-0.8999999999999986,0.08882239532558245,-0.06708923599838723,-0.07424792690191495,-0.08786135579133436,-0.06305813596713694,0.038999733734328856,0.0016561474444038993,2.6698705271499534e-4,0.0035623053237099356,0.005498295638597384,-8.616975974806707e-4,-9.108505696335811e-4,-7.932101629517518e-4,0.0023866024721179713,5.438230896270824e-4,-0.0021355921269208267,-3.41471746532207e-4,0.0019219686869691444,0.003644650959294893,39.2,0.10000000000000009,39.5,7.264730177929867,5.720311776607412,5.655991810819852,6.234410725718371,5.793013608384144,7.001245622069476,5.420534999272286,5.459585514144159,5.752572638825633,5.7745515455444085,-0.015587261883590386,-0.0010996853516740401,0.004231914876710263,0,-0.002101540176584038,-3.4071588688266985e-4,0.004468160445129321,0.0040362951318555496,0.0051408430543946615,0.005187231430325401,8.997700534179032e-4,-6.37854087415235e-4,6.454271529534594e-4,0.285536900000011,-0.007848985130750386,0.03262213199999975,-0.004440393881885996,-0.1200000000000001,0.1299999999999999,-0.11000000000000032,0.020000000000000018,0,-0.06000000000000005,-0.06000000000000005,0,0.009999999999999787,1.17,0.4,0.8,1.18,2.02,2.1,2.57,3.24,-1.6215527561391774e-4,0,0.0033124996896956027,-6.787879048508159e-4,-0.00599700599251296,0,0,-0.03315860890275468,0,0.0029629651306568583,0.002166848085090489,-1.0820695662605573e-5,-1.890377035751456e-5,0,-0.002614380574070818,-0.004073325387635496,0.0033277900926744763,0,0,3.169885664910943e-4,0.0011065754073475986,-0.0013406623491829528,0.0014811963657801464,-0.004319661144516318,0.003564881975314238,-0.013564515874444627,-0.009406086340746356,-0.0051345225138312856,0.001967037487712986
1961-10-01,0.009806058374288718,0.010637194335095579,0.0062380967210935445,-0.0017048100296843671,0.017851357039473825,0.019002561825051334,0.016824726478790186,0.019221181258894493,0.02666862984384588,0.05439501234386146,0.017298592791129774,-0.0011244723050101157,0.01775899800644698,0.0055750181780336305,0.026794107566509684,0.020246416079900076,0.011224159649863896,0.04647131721789588,1.3966000000000065,91,0.028054307,0.0039087812454603466,0.00575081457117399,-0.20000000000000018,-0.20000000000000107,-0.026159529838031048,-0.0069632776521446615,-0.033203581389884995,-0.04015409322337771,-0.027596232300994394,-0.06905187616876418,0.002460748647825639,0.00399627546630299,-0.007293072902949227,0.005809003179465755,0.004169016394708791,0.004432580991673873,0.003801683653666288,0.001653240306501047,0.0011772697759990791,0.0016863726382148059,0.0016523585784735673,0.0015349197180842822,0.0010226692556560835,40,0.10000000000000009,40.3,7.254884810077338,5.572154032177765,5.676753802268282,6.236369590203704,5.855071922202427,7.023758954738443,5.459585514144159,5.429345628954441,5.783825182329737,5.814130531825066,0.008189253382791861,0.001824348557795119,0.001793154867376856,-0.020662251999999937,-4.352368740967449e-6,-9.389113530078319e-4,0.0048105379811440585,0.0019654190150264483,0.004982782639114003,0.004739908824683781,0.0021614800861118333,-6.247476342000624e-4,1.696345132771171e-4,-0.7305739000000244,0.010941998863983393,-0.0023001169999998794,0.01791769772793561,0.3799999999999999,-0.04999999999999982,0.020000000000000018,-0.020000000000000018,-0.010000000000000231,-0.10000000000000009,-0.06000000000000005,-0.03000000000000025,0.009999999999999787,0.74,0.04,0.4,0.79,1.54,1.66,2.16,2.87,0.0014584517534332875,0,0.0011372522371495553,-3.880857718252702e-4,0.00299850299625648,-0.00298953884836628,-0.0032840752011900065,0.006578971098042619,0,-0.020873891697186675,-0.002166848085090489,-0.0032840752011900065,-0.004338401598598107,0,0,0.0040568006956145375,-0.0033277900926744763,0,0,-0.0012076185082183777,-0.0036264472100571155,-3.7657740490093516e-4,-0.0013913550318251922,0.008583743691391477,-0.007168489478612594,0.022594060627674994,0.011267585274783443,0.005067322818510078,0.0021500834424088566
